-2.164231985257059421e+02 6.515259273440318566e+02
-4.649632945966740181e+02 1.183796018808095596e+03
-1.513385175926975421e+02 5.593819080741373000e+02
-6.518171835985601774e+02 1.363603255622078223e+03
-2.108346375024590031e+02 6.592535647714004199e+02
-9.057623895000790526e+02 2.354386275507760729e+03
-3.123053814074563661e+01 5.697638398851338479e+02
-1.532197678708261321e+02 5.153243154372382833e+02
-7.511442292968845891e+01 4.814869922685312531e+02
-2.248586698147687457e+02 5.788981867251295625e+02
-8.103192998202732156e+01 4.288049830853115054e+02
-1.355657460158342928e+02 4.243250442911032678e+02
-3.414047632363241291e+02 1.004108042553184646e+03
-8.625383665968905689e+01 4.672378888042426297e+02
-6.892822325213301156e+02 1.928254729338122388e+03
-6.051822398006842150e+02 1.251255617479524972e+03
-1.927899557318508528e+02 5.311156280011251738e+02
-1.878110936676976905e+02 5.981306354890208468e+02
-6.950572193336638520e+02 1.750068524111223724e+03
-2.450353033837142220e+02 7.049212191990428664e+02
-4.103322403439763093e+02 1.590937620777104712e+03
-6.577706676563824431e+02 1.814043343759899926e+03
-1.641778508738426012e+02 4.777203361461141640e+02
-4.579159676556377008e+02 1.390738633914331331e+03
-1.019747790936728791e+02 4.379447599239879310e+02
-3.032212178468843717e+02 1.012869801939073795e+03
-1.753037158451149082e+02 5.163631180314421272e+02
-2.214020605898591043e+02 5.845109198561361836e+02
-1.355657460158342928e+02 4.243250442911032678e+02
-1.571982710602691498e+02 3.518832722646752700e+02
-1.432350017621970153e+02 4.685805593074377384e+02
-1.305868839516811306e+02 4.913400517789989408e+02
-7.655561530028977586e+02 1.905417081465876890e+03
-1.420986558690617869e+02 5.219015164201887274e+02
-1.868107347929875743e+02 5.017045998043535064e+02
-1.355657460158342928e+02 4.243250442911032678e+02
-1.026603272701442620e+03 2.287614598126154306e+03
-2.362457200983739369e+02 1.011624031035953749e+03
-4.140112517394864540e+02 1.463196214547444242e+03
-3.615170120042463395e+02 1.252883473613107753e+03
-6.854186907600095537e+02 1.770577263785007290e+03
-4.925562462602425740e+02 1.449163963548708125e+03
-7.599801897847571581e+02 1.932601937153966219e+03
-6.923999570969432398e+02 1.212301313512371962e+03
-1.026860093045167105e+03 2.200854094836793138e+03
-9.059609487025129226e+01 4.019739913024232010e+02
-5.268944275271034030e+02 1.389928359723624681e+03
-1.069536411578260413e+02 3.709297524360922580e+02
-2.108346375024590031e+02 6.592535647714004199e+02
-6.468698042008635412e+02 1.539551823523601342e+03
-5.414043962032958461e+02 1.310582252125451760e+03
-3.500349260008660508e+02 9.823010641466061088e+02
-5.562257864962427902e+02 1.485187782335300426e+03
-5.191071819276944552e+02 1.816904701497297083e+03
-6.865673223052195908e+02 1.783801641418543568e+03
-6.885501189659265719e+02 1.501354247240772793e+03
-8.115600664646307223e+02 1.677632216172932431e+03
-4.192796926538578646e+02 1.237646619492736136e+03
-2.968271118122626717e+02 1.049685215676158123e+03
-5.433715865380728474e+02 1.331412428350159416e+03
-4.571461827607570285e+02 1.225574085578989980e+03
-9.909316994083411601e+01 3.855763168762196074e+02
-9.445419139304382270e+02 1.721064265190662809e+03
-4.673851377445779463e+02 1.052151435362287202e+03
-1.069536411578260413e+02 3.709297524360922580e+02
-3.480447678058857832e+02 1.490445428209107604e+03
-1.878110936676976905e+02 5.981306354890208468e+02
-4.337389484214180584e+02 1.210362997032219710e+03
-4.228011450075578637e+02 1.961772886733655923e+03
-1.063929888836289024e+02 4.551505615220330014e+02
-2.666678284281490505e+02 6.324794471726149823e+02
-6.603454428318646023e+02 2.128542333946066719e+03
-2.073925085485226987e+02 8.973057008792932265e+02
-6.601910050986925853e+02 1.735278813329817467e+03
-5.567904976632479475e+02 1.361741720703592364e+03
-1.161865395216288448e+02 5.607963971082954231e+02
-1.748522929152609890e+02 4.428825434108102854e+02
-2.970512606730754896e+02 7.106375019453348614e+02
-1.434780463757056168e+02 5.740284725142645357e+02
-1.565085951274798788e+02 4.334648211297796934e+02
