-3.107321429967099391e+01 1.008263730580159603e+02
3.844450005235858225e-01 3.621651508690302990e+01
-1.272990738779239308e+02 1.099361671506977984e+02
-1.751537590973556178e+02 4.119446370998895901e+01
-7.053819092498969212e+01 6.800907350703739951e+01
4.373550580520636544e+01 -1.565621357571100525e+01
-7.704479931546359239e+01 4.824439134223275261e+01
-1.888289721493617890e+02 -6.960782261395540615e+01
-7.321536068558053501e+01 1.036217568628631795e+02
2.546446554376757021e+01 -9.368064181810167668e+01
-7.127661579852855311e+01 9.180890709602797983e+01
2.060612754748285269e+01 3.015128010743383413e+01
-9.071488263305508326e+01 7.606648197680796386e+01
-2.168009576078181340e+02 5.696804468074188321e+01
-1.599920069004494962e+02 1.825918475361745550e+02
-2.667965179914417462e+01 -1.717837644365253027e+02
-1.571915411212003733e+02 1.422775664885088531e+02
-1.313262615346370694e+02 -3.477796807375651724e+02
-1.536901222240570632e+02 1.145856834525583849e+02
-1.979767909626916733e+01 -2.143378406516767711e+02
-1.218730968561416859e+02 9.532686352140157737e+01
5.172061539828671783e+00 1.329018204485468857e+02
-1.524491906324122965e+02 1.142220145283391588e+02
2.061785456387741533e+01 -3.534740354454920919e+01
-1.275261660446105623e+02 9.354892415195615740e+01
6.616546528483869594e+00 1.343864247751358505e+02
-2.800848829773921267e+01 -2.526217858766327140e+01
1.149842125585686006e+02 -3.230177982177964680e+01
-2.168926433427342317e+02 1.837810844775541455e+02
-2.144745365911392696e+02 -2.549372250085508824e+02
-8.341059429886895771e+01 7.142470816803677280e+01
-2.135567148914035442e+02 2.947191061138587642e+00
-8.736789645736376997e+01 6.373652501782998314e+01
5.698112244990355180e+01 1.002046809575690958e+02
-1.274790631857959369e+02 9.054587825137795676e+01
-1.261852029726961604e+02 -1.012515180312174721e+02
-1.356109005867667463e+02 1.197565305543821523e+02
-4.967629933735125292e+00 2.989426211284371107e+02
-1.479724728207206397e+02 1.335387464491217315e+02
-1.498824929262931960e+02 2.016897901361168124e+02
-2.074916923723916682e+02 1.428849717368775316e+02
-3.013545656867948992e+02 -3.319641322161178323e+02
-1.812339867972619061e+02 1.116999967237778719e+02
-1.563602234005623970e+01 -7.873717395732491298e+01
-7.845667598153831079e+01 7.730577232576264635e+01
2.014342201067124449e+01 -2.834230090078110464e+01
-1.076376368817377340e+02 1.066295949368393678e+02
2.476054051706852306e+02 9.446123594882831753e+01
-1.238075952638744894e+02 1.173668332858117083e+02
-2.459069588281503016e+00 -1.690335325185419890e+02
-2.301996895728268910e+01 1.010169752308044053e+02
-6.070086122669273720e+01 3.292591544111535882e+02
-1.268950905653212828e+02 7.820277407753576426e+01
-1.329466036527112180e+02 -2.513522658697001759e+02
-1.086066395595926224e+02 1.351972095050518874e+02
3.710411906127991415e+02 -4.976466925282383613e+02
-8.907395942218910534e+01 1.767547568812742895e+02
3.747409783313206333e+01 1.099113449660426767e+02
-1.722928403969160627e+02 1.503639083589954737e+02
5.515907280819546799e+01 -1.531919397886033494e+02
-1.905717679819638875e+02 1.611979397915606569e+02
1.083544319482871288e+02 -8.128340149857019981e+01
-2.048973714405395015e+02 1.694971337479163651e+02
8.638434048820298017e+01 2.096112223740408922e+02
-1.631018804082183067e+02 7.768466799172942672e+01
-1.396844095019033603e+02 1.350386395352807369e+02
-1.309884545038278816e+02 1.822904961707963594e+02
5.727169468401039865e+01 2.255428447633594260e+02
-4.588478958842177491e+01 5.429387539702802457e+01
9.399976748831196716e+00 2.685457997178546634e+02
-2.235848305966704288e+02 1.718326257302569786e+02
2.590818205243564307e+02 -9.568642014953861974e+01
-2.134795405874315861e+02 1.610761037040069255e+02
4.508466461452132990e+01 1.217978098856157487e+02
-2.126019233848509202e+02 1.610465202031505214e+02
5.468246095545371332e+00 4.857152819778836488e+02
-2.002867568620600025e+02 1.520006818633366947e+02
6.553941666738845129e+01 3.146481587142037597e+02
-2.568041715467526842e+02 1.998967714137727114e+02
-2.300646857382773760e+02 3.162021031115973528e+02
-9.770047455296730732e+01 4.232597557237375696e+01
-2.369183512814940400e+02 1.127161609548563348e+02
-1.980413427651252505e+02 1.245966534620240651e+02
-9.266599201507074213e+01 3.118134488567027773e+01
-6.821776337062576090e+01 7.074072161876152620e+01
-1.757771704398066106e+02 -2.291519192186968112e+01
-1.109526891643024413e+02 1.057341857453492651e+02
-2.133561550922621564e+02 2.159469521159689265e+01
-7.306802229474064347e+01 8.126806922348505680e+01
3.624647472712708485e+00 -5.551368862382536662e+01
-2.282726091277037597e+02 1.011710787826155666e+02
2.892646084838672778e+02 9.025392014238246929e+01
-6.058904857969941560e+01 -1.544121071840486437e+01
1.902500592866848095e+01 3.659241132229571036e+01
-4.726558438307250043e+01 6.717177544797679900e+01
-7.090547248507759548e+01 3.917426716547803522e+01
-1.092236309415707751e+02 2.157177631500763937e+01
-9.529127952248271072e+01 -1.205867181828429224e+00
1.713942682565769360e+02 -5.812562104691352260e+01
-1.369318752486662447e+02 1.060833207226803694e+02
1.617433189836103224e+01 -1.054559084120308086e+02
-1.291125021695681880e+02 1.333104034384861620e+02
7.593084806199814807e+01 -1.371843832184238750e+02
-8.053065625762316415e+01 1.112938248205804683e+02
8.869720361266089981e+01 -1.338090240541077378e+02
-1.095131873442448978e+02 7.366619154191229768e+01
5.513942263657040144e+01 -7.005870794067448060e+01
-8.282614887131083492e+01 1.319238672493088700e+02
1.192117475068922090e+02 -1.435492731377410678e+02
-1.448392508621942198e+01 8.561940987653136048e+00
4.855767424600821869e+01 -2.234925711225876910e+02
-9.190405017985801805e+01 7.970188344076958309e+00
1.630239813610229760e+01 -1.041643291256544614e+02
-9.959794951605817914e+01 3.021988769753392035e-02
