3.235602075430999491e+01 5.894934989142366355e-01
3.124504724062459715e+01 8.764934068027807612e-01
3.320828419560757538e+01 1.695555200745952895e+00
3.829555192727401902e+01 3.777878818931102778e+00
2.482535572654856537e+01 5.788237277624306287e-01
3.791654567857749214e+01 3.054122078467292667e+00
3.574219778960640781e+01 2.746149498308234183e+00
3.533527844944398311e+01 2.647791728761393237e+00
3.104517799740321848e+01 1.303210260186090430e+00
3.080457796948180871e+01 1.464580612550313354e+00
3.860467145443537618e+01 2.425455744234554345e+00
3.413703539841571200e+01 2.750535754261749233e+00
3.511420719878270091e+01 2.857921823219651714e+00
3.444269711452385252e+01 6.039538322659989689e-01
4.047234141780469940e+01 3.086002338686682833e+00
3.498108843514734900e+01 3.243214053791636964e+00
3.452643762250804826e+01 2.658623075918122858e+00
3.177180845027493206e+01 1.556624994236732284e+00
4.206207419512584522e+01 3.546574312836755283e+00
2.800507462577560958e+01 7.003968045299364675e-01
2.682509815562980293e+01 -6.245721141877536020e-01
2.568345366820607012e+01 1.015962537567307145e+00
3.152179249003181738e+01 1.012443908164151196e-02
2.982117278913829495e+01 1.193547855330654883e+00
2.755888072309874204e+01 -7.782173598428832051e-02
2.681200684179609794e+01 2.437297162609501910e-01
3.363873421091292926e+01 2.076725754273874625e+00
3.305204087921983103e+01 2.954545622482574352e+00
2.912325300770201864e+01 3.088166167194752454e-01
3.020856544493100415e+01 1.660033695913121665e+00
3.391831488082904400e+01 2.197917226321609796e+00
3.773638900670311358e+01 3.394206697626869662e+00
2.957806923329449589e+01 4.473594751490321819e-01
3.364855605895715485e+01 2.010639322923136518e+00
3.103499259208650329e+01 1.817322662692900437e+00
2.812481226859190642e+01 3.831930443369642170e-01
2.818147042458822682e+01 1.210994454679579668e+00
3.041332521713717441e+01 2.294624137911150275e+00
2.923278468818654119e+01 7.082663195342737694e-01
2.712335137168774679e+01 5.581929013320783284e-01
2.658532751003566830e+01 -1.623495235941421200e-01
2.928166363218479873e+01 1.686428265336031185e+00
3.287591496934518887e+01 1.080647179561969651e+00
2.352018227409629603e+01 6.640179046910064109e-01
2.709169505815609114e+01 2.586621104605453247e-01
3.088954974909355400e+01 2.562954072815303519e+00
3.151447921186709777e+01 1.233593629788903190e+00
2.963564087085993748e+01 6.386422938373419456e-01
3.020237177946808416e+01 1.941777156447269448e+00
3.430820679557697872e+01 2.162495578600478474e+00
3.211375320233815955e+01 1.672448053409280266e+00
3.514938496933217493e+01 1.864502219374376324e+00
3.382703637228450333e+01 1.638261516552174779e+00
3.612227082782574428e+01 3.443447684415629872e+00
3.061557481385013091e+01 1.477173086751036202e+00
3.048370914774306328e+01 2.457696166469911958e+00
2.922557168636837233e+01 1.414209729098126367e+00
3.455609410402374237e+01 2.480083167626453644e+00
3.471167689079972263e+01 2.370279703760817647e+00
1.691692076961724212e+01 1.677164111835848015e+00
2.103109812616991547e+01 1.979646132682969517e+00
1.651851078055617705e+01 1.830198505297097933e+00
2.105969281109302216e+01 4.985707053363688246e-01
1.788044036330671105e+01 -1.641085489859327673e+00
1.671345835858015505e+01 -9.188445360159938069e-01
2.297883692496713337e+01 9.386387609420276945e-02
2.037438832607385919e+01 -1.923615645335250202e+00
1.919240726465813651e+01 -5.713481151474244513e-01
