,error,itml__gamma,itml__max_iters,itml__num_constraints,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,0.01,50,640,1,0.9407407407407408,0.9279279279279279,0.9809523809523809,0.9459459459459459,0.9279279279279279,0.990990990990991,0.9819819819819819,0.9428571428571428,0.9428571428571428,0.8380952380952381,0.9238095238095239,0.04126549217146918,0.009640145301818847,10.349823951721191,0.002443742752075195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
1,,0.01,50,1280,1,0.925,0.9009009009009009,0.9714285714285714,0.918918918918919,0.918918918918919,0.9459459459459459,0.972972972972973,0.9333333333333333,0.9333333333333333,0.8380952380952381,0.9142857142857143,0.03654620486541994,0.019280290603637694,29.143772387504576,0.004689860343933106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
2,,0.01,50,2560,1,0.9222222222222223,0.8918918918918919,0.9714285714285714,0.8918918918918919,0.918918918918919,0.9459459459459459,0.963963963963964,0.9333333333333333,0.9333333333333333,0.8476190476190476,0.9238095238095239,0.03520268255838012,0.028920435905456544,80.06429319381714,0.006971144676208496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
3,,0.01,50,5120,1,0.9111111111111111,0.8738738738738738,0.9523809523809523,0.8828828828828829,0.9279279279279279,0.9459459459459459,0.9459459459459459,0.9238095238095239,0.9333333333333333,0.819047619047619,0.9047619047619048,0.039708075774967835,0.03856058120727539,224.8169457912445,0.009262657165527344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
4,,0.01,250,640,1,0.9388888888888889,0.9369369369369369,0.9714285714285714,0.9369369369369369,0.9369369369369369,0.963963963963964,0.9819819819819819,0.9428571428571428,0.9333333333333333,0.8571428571428571,0.9238095238095239,0.03242094953101291,0.04820072650909424,233.69884412288667,0.011557507514953613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
5,,0.01,250,1280,1,0.9277777777777778,0.9009009009009009,0.9619047619047619,0.9279279279279279,0.9279279279279279,0.954954954954955,0.972972972972973,0.9428571428571428,0.9333333333333333,0.8285714285714286,0.9238095238095239,0.03844929214907675,0.05784087181091309,252.3137762069702,0.013889169692993164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
6,,0.01,250,2560,1,0.9148148148148149,0.8828828828828829,0.9619047619047619,0.8918918918918919,0.9279279279279279,0.954954954954955,0.9459459459459459,0.9238095238095239,0.9333333333333333,0.819047619047619,0.9047619047619048,0.04026273223699547,0.06748101711273194,303.0846390485764,0.016105175018310547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
7,,0.01,250,5120,1,0.9111111111111111,0.8738738738738738,0.9523809523809523,0.8828828828828829,0.918918918918919,0.9459459459459459,0.9459459459459459,0.9238095238095239,0.9238095238095239,0.8285714285714286,0.9142857142857143,0.03676937225151551,0.07712116241455078,448.605748295784,0.01833817958831787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
8,,0.01,500,640,1,0.9416666666666667,0.9279279279279279,0.9714285714285714,0.9459459459459459,0.9459459459459459,0.972972972972973,0.9819819819819819,0.9428571428571428,0.9428571428571428,0.8571428571428571,0.9238095238095239,0.03343815601907256,0.08676130771636963,457.56849060058596,0.02059943675994873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
9,,0.01,500,1280,1,0.9296296296296296,0.9099099099099099,0.9714285714285714,0.9009009009009009,0.9459459459459459,0.963963963963964,0.972972972972973,0.9428571428571428,0.9333333333333333,0.8476190476190476,0.9047619047619048,0.03717152043606613,0.09640145301818848,475.7403813362122,0.022831273078918458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+ITML+kNN,mice-protein
