,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,sdml__balance_param,sdml__num_constraints,sdml__sparsity_param,sdml__use_cov,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9928205128205129,0.9819819819819819,0.9904761904761905,1.0,0.9819819819819819,1.0,1.0,0.0,0.9904761904761905,1.0,0.9904761904761905,0.1,10000,0.01,True,0.2979232286043401,0.006266164779663086,1.4709009408950806,0.0046296358108520504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.30000000000000004,SDML+kNN,mice-protein
1,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9809523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809523809523809,0.1,10000,0.01,False,0.29428571428571426,0.012532329559326172,4.1247535943984985,0.005121040344238281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004,SDML+kNN,mice-protein
2,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9918981481481481,0.9819819819819819,1.0,1.0,0.9819819819819819,0.0,1.0,1.0,0.0,0.9904761904761905,0.9809523809523809,0.1,10000,0.05,True,0.39684284224293853,0.01879849433898926,5.2701198816299435,0.009081578254699707,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4,SDML+kNN,mice-protein
3,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9675925925925926,0.963963963963964,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.1,10000,0.05,False,0.3870821058384847,0.025064659118652344,8.860816860198975,0.01006779670715332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,SDML+kNN,mice-protein
4,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9898148148148148,0.9819819819819819,0.9904761904761905,0.990990990990991,0.9819819819819819,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,0.9714285714285714,0.1,10000,0.1,True,0.008801470494825762,0.03133082389831543,10.501061844825745,0.015082716941833496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,mice-protein
5,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9668508287292817,0.0,0.0,0.0,0.9819819819819819,0.954954954954955,0.972972972972973,0.0,0.9714285714285714,0.9523809523809523,0.0,0.1,10000,0.1,False,0.48343795636257814,0.03759698867797852,16.288108897209167,0.017542648315429687,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,SDML+kNN,mice-protein
6,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9935185185185185,0.990990990990991,1.0,1.0,0.9819819819819819,1.0,1.0,1.0,1.0,0.9809523809523809,0.9809523809523809,0.1,10000,0.25,True,0.008410373701108718,0.0438631534576416,18.082248830795287,0.022483968734741212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,mice-protein
7,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.9663608562691132,0.954954954954955,0.0,0.0,0.0,0.0,0.963963963963964,0.0,0.9809523809523809,0.0,0.0,0.1,10000,0.25,False,0.44300199863302614,0.05012931823730469,20.682531809806825,0.023959875106811523,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45825756949558394,SDML+kNN,mice-protein
8,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.996078431372549,0.990990990990991,0.0,1.0,0.990990990990991,1.0,1.0,0.0,0.0,0.9904761904761905,1.0,0.1,100000,0.01,True,0.45647037972720245,0.05639548301696777,28.153660392761232,0.027428436279296874,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.45825756949558405,SDML+kNN,mice-protein
9,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100000,0.01,False,0.0,0.06266164779663086,34.87485480308533,0.027428436279296874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SDML+kNN,mice-protein
