,error,knn__n_neighbors,lfda__k,lfda__metric,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,1,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.007125282287597656,0.37347347736358644,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
1,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,1,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.014250564575195312,0.4939682960510254,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
2,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,2,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.02137584686279297,0.6558322429656982,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
3,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,2,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.028501129150390624,0.7488619804382324,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
4,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,3,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03562641143798828,0.8634379148483277,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
5,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,3,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.04275169372558594,0.9972365617752075,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
6,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,4,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.049876976013183597,1.1109389305114745,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
7,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,4,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05700225830078125,1.277392077445984,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
8,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,5,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.06412754058837891,1.400413489341736,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
9,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,5,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07125282287597656,1.5210924386978149,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
10,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,6,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07837810516357421,1.6819217205047607,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
11,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,6,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08550338745117188,1.8608795642852782,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
12,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,7,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09262866973876953,2.0060569763183596,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
13,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,7,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09975395202636719,2.153194046020508,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
14,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,8,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.10687923431396484,2.26701500415802,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
15,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,8,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1140045166015625,2.3946914196014406,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
16,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,9,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12112979888916016,2.548550748825073,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
17,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,9,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12825508117675782,2.68283212184906,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
18,Cascading:the leading minor of order 1 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,10,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13538036346435547,2.803843593597412,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,LFDA+kNN,digits10
